,Unnamed: 0,FACILITY_CODE,SOURCE,STATE,FACILITY,CITY,LATITUDE,LONGITUDE,FLOW_2012_MGD,2012_TOT_ANNUAL_MM3,CWNS_NUM,NPDES_ID
10648,13098,PR00450,ICIS2022,PR,PRASA PARCELAS BORINQUEN WWTP,CAGUAS,18.188333,-66.048333,0.1945,0.268919785,0,PR0025101
10649,13099,PR00455,ICIS2022,PR,PRASA PATILLAS WWTP,PATILLAS,18.001944,-66.011667,1.1,1.520883103,0,PR0020753
10650,13100,PR00465,ICIS2022,PR,PRASA RIO GRANDE ESTATES WWTP,RIO GRANDE,18.383333,-65.791667,0.75,1.036965752,0,PR0023264
10815,13287,PR00470,ICIS2022,PR,PRASA UNIBON WWTP,MOROVIS,18.333611,-66.374444,0.253,0.349803114,0,PR0024902
10874,13348,PR00475,ICIS2022,PR,"VILLAS DEL GIGANTE, CAROLINA",CAROLINA,18.0,-56.166667,0.1,0.1382621,0,PR0026042
10881,13355,SC01640,ICIS2022,SC,HILTON HEAD PSD REVERSE OSMOSIS WTP,BEAUFORT,32.210774,-80.702133,2.0,2.765242005,0,SC0048526
10898,13372,SD00530,ICIS2022,SD,FORT THOMPSON-EAST,FORT THOMPSON,44.070278,-99.402222,0.14,0.19356694,0,SDG589205
10918,13392,SD00575,ICIS2022,SD,"HARRISBURG, CITY OF","HARRISBURG, CITY OF",43.414755,-96.681416,0.45,0.622179451,0,SD0023728
10938,13412,SD00690,ICIS2022,SD,"LEAD, CITY OF - CSO",LEAD,44.355747,-103.753843,0.1,0.1382621,0,SD0027481
10941,13415,SD00815,ICIS2022,SD,"NORTH SIOUX CITY, CITY OF",NORTH SIOUX CITY,42.541333,-96.528528,0.1,0.1382621,0,SD0020567
10942,13416,SD00985,ICIS2022,SD,SDDOT-GLACIAL LAKES REST AREA,ABERDEEN,45.907792,-96.859056,0.14,0.19356694,0,SD0025313
10961,13435,SD01010,ICIS2022,SD,"SLIC-E HOLDINGS, LLC ",CUSTER,43.701611,-103.601444,0.1,0.1382621,0,SD0020443
10967,13441,SD01020,ICIS2022,SD,SOUTH DAKOTA ELLSWORTH DEVELOPMENT AUTHORITY,BOX ELDER,44.10464,-102.99018,0.0,0.0,0,SD0028611
11207,13694,SD01155,ICIS2022,SD,"WATERTOWN, CITY OF",WATERTOWN,44.885028,-97.09925,0.1,0.1382621,0,SD0023370
11208,13695,SD01225,ICIS2022,SD,WOUNDED KNEE COMMUNITY LAGOON,PINE RIDGE,43.151361,-102.370667,0.135,0.186653835,0,SDG589513
11210,13697,TN02615,ICIS2022,TN,CITY OF PIPERTON WASTE WATER TREATMENT PLANT,PIPERTON,35.049985,-89.592666,3.0,4.147863008,0,TN0080764
11211,13698,TN02635,ICIS2022,TN,CLIFTON STP #2,CLIFTON,35.376784,-87.99661,0.19,0.26269799,0,TN0067423
11212,13699,TN02795,ICIS2022,TN,LAKELAND STP,LAKELAND,35.27329,-89.74072,0.6,0.829572602,0,TN0078255
11213,13700,TN02810,ICIS2022,TN,"LOWLAND INDUSTRIAL COMPLEX, INC. (FKA LIBERTY FIBERS CORPORATION) & WASTE INDUST",MORRISTOWN,36.150264,-83.209742,0.5,0.691310501,0,TN0068187
11214,13701,TN02825,ICIS2022,TN,MEMPHIS REGIONAL MEGASITE,STANTON,35.4256,-89.416,0.0,0.0,0,TN0081906
11215,13702,TN02840,ICIS2022,TN,MORGAN COUNTY ECONOMIC DEVELOPMENT BOARD WWTP,PETROS,36.100581,-84.445878,0.5,0.691310501,0,TN0059765
11216,13703,TN02970,ICIS2022,TN,TANASI SHORES WWTP,HENDERSONVILLE,36.30611,-86.53083,0.25,0.345655251,0,TN0060232
11217,13704,TN02990,ICIS2022,TN,TDOC - BLEDSOE COUNTY CORRECTIONAL COMPLEX (BCCX),PIKEVILLE,35.7375,-85.25,0.289,0.39957747,0,TN0056626
11218,13705,TN02995,ICIS2022,TN,TDOC - WEST TENNESSEE STATE PENITENTIARY,HENNING,35.6561,-89.7483,0.402,0.555813643,0,TN0057487
11219,13706,TN03015,ICIS2022,TN,TN DOC-TURNEY CENTER,ONLY,35.8275,-87.69,0.215,0.297263516,0,TN0058190
11331,13857,TN03025,ICIS2022,TN,TOWN OF OAKDALE WWTP,OAKDALE,35.986146,-84.5549,0.35,0.483917351,0,TN0058530
11332,13858,TN03070,ICIS2022,TN,WEST KNOX UD (WKUD) - MELTON HILL POTW,KNOXVILLE,35.8925,-84.2439,0.0,0.0,0,TN0080721
11709,14295,TX05855,ICIS2022,TX,A & M HEEP WWTP,HAYS COUNTY,30.061666,-97.797222,0.99,1.368794792,0,TX0125288
11710,14296,TX05860,ICIS2022,TX,ACTON MUD WWTF,GRANBURY,32.436666,-97.6975,0.93,1.285837532,0,TX0105163
11714,14300,TX05880,ICIS2022,TX,AJ BROWN PARKER CREEK WWTF,HUNTSVILLE,30.772222,-95.5125,4.15,5.73787716,0,TX0072974
11717,14303,TX05900,ICIS2022,TX,ANDY BOWIE WWTP,PORT ISABEL,26.137882,-97.173755,1.5,2.073931504,0,TX0023621
11721,14307,TX05935,ICIS2022,TX,BEACH ROAD MUD WWTP,MATAGORDA COUNTY,28.648611,-95.963333,0.1,0.1382621,0,TX0105988
11722,14308,TX05945,ICIS2022,TX,BELL CO WCID 1 WWTP 3,KILLEEN,31.04444,-97.668611,6.0,8.295726015,0,TX0125377
11723,14309,TX05950,ICIS2022,TX,BELL COUNTY WCID 1 WWTF,KILLEEN,30.938056,-97.666111,18.0,24.88717805,0,TX0024597
11724,14310,TX05955,ICIS2022,TX,BELL COUNTY WCID 1 WWTP 2,KILLEEN,31.110833,-97.705277,6.0,8.295726015,0,TX0102938
11726,14312,TX05970,ICIS2022,TX,BIG OAKS MUD WWTP,FORT BEND COUNTY,29.70227,-95.70082,0.7,0.967834702,0,TX0096911
11742,14328,TX06130,ICIS2022,TX,CENTRAL  MUD 1 WWTF,FORT BEND COUNTY,29.729722,-95.761944,3.3,4.562649308,0,TX0098957
11744,14330,TX06140,ICIS2022,TX,CHAMBERS COUNTY DISTRICT NO 1 WWTP,CHAMBERS COUNTY,29.706666,-94.910277,0.98,1.354968582,0,TX0128325
11772,14358,TX06325,ICIS2022,TX,CITY OF CRESSON WWTP 1,CRESSON,32.519722,-97.625555,0.15,0.20739315,0,TX0129640
11776,14362,TX06350,ICIS2022,TX,CITY OF DALLAS ELM FORK WTP,CARROLLTON,32.972222,-96.916388,5.0,6.913105013,0,TX0002372
11785,14371,TX06405,ICIS2022,TX,CITY OF ENNIS SURFACE WTF,ENNIS,32.273611,-96.645555,0.25,0.345655251,0,TX0125563
11787,14373,TX06425,ICIS2022,TX,CITY OF FREEPORT CENTRAL WWTF,FREEPORT,28.94444,-95.377222,2.25,3.110897256,0,TX0033332
11802,14388,TX06510,ICIS2022,TX,CITY OF HAWK COVE WWTP 1,QUINLAN,32.880639,-96.07744,0.2,0.276524201,0,TX0126691
11819,14405,TX06610,ICIS2022,TX,CITY OF LAMESA WWTP,LAMESA,32.711944,-101.946111,2.0,2.765242005,0,TX0129011
11820,14406,TX06615,ICIS2022,TX,CITY OF LEANDER WWTF,LEANDER,30.581389,-97.840278,2.25,3.110897256,0,TX0092151
11840,14426,TX06770,ICIS2022,TX,CITY OF PASADENA WWTP,PASADENA,29.664036,-95.142403,0.0,0.0,0,TX0134813
11842,14428,TX06780,ICIS2022,TX,CITY OF PENITAS WWTP,PENITAS,26.228055,-98.441111,0.75,1.036965752,0,TX0131491
11849,14435,TX06815,ICIS2022,TX,CITY OF RICHMOND SOUTH WWTP,RICHMOND,29.543055,-95.72,3.0,4.147863008,0,TX0129925
11850,14436,TX06820,ICIS2022,TX,CITY OF ROMA  2 WWTP,ROMA-LOS SAENZ,26.399,-99.0031,2.0,2.765242005,0,TX0117544
11887,14473,TX07060,ICIS2022,TX,COLONY MUD 1A WWTF,BASTROP COUNTY,30.126388,-97.372222,0.9,1.244358902,0,TX0125741
11888,14474,TX07070,ICIS2022,TX,COLUMBUS INDUSTRIAL PARK WWTP,COLUMBUS,29.713888,-96.586666,0.15,0.20739315,0,TX0116084
11893,14479,TX07110,ICIS2022,TX,CREEDSIDE RANCH WWTF,FULSHEAR,29.676944,-95.829444,0.0,0.0,0,TX0135879
11909,14495,TX07220,ICIS2022,TX,FISHING HARBOR WWTP,BROWNSVILLE,25.981388,-97.3375,0.25,0.345655251,0,TX0100242
11910,14496,TX07230,ICIS2022,TX,FORT BEND CNTY MUD 50 WWTP,FORT BEND COUNTY,29.69377,-95.764105,1.5,2.073931504,0,TX0129267
11912,14498,TX07240,ICIS2022,TX,FORT BEND COUNTY MUD 118 WWTP,FORT BEND COUNTY,29.645277,-95.727777,1.2,1.659145203,0,TX0116386
11913,14499,TX07245,ICIS2022,TX,FORT BEND COUNTY MUD 124 WWTP,FORT BEND COUNTY,29.751421,-95.78802,0.3,0.414786301,0,TX0119873
11914,14500,TX07250,ICIS2022,TX,FORT BEND COUNTY MUD 130 ,FORT BEND COUNTY,29.751944,-95.819722,0.3,0.414786301,0,TX0118109
11915,14501,TX07255,ICIS2022,TX,FORT BEND COUNTY MUD 134A WWTP,FORT BEND COUNTY,29.665277,-95.693333,0.6,0.829572602,0,TX0128791
11916,14502,TX07260,ICIS2022,TX,FORT BEND COUNTY MUD 146 WWTP,FORT BEND COUNTY,29.66597,-95.7518,1.2,1.659145203,0,TX0126004
11917,14503,TX07265,ICIS2022,TX,FORT BEND COUNTY MUD 185 WWTP,FORT BEND COUNTY,29.735276,-95.79528,0.35,0.483917351,0,TX0128708
11919,14505,TX07275,ICIS2022,TX,FORT BEND COUNTY MUD 41 WWTP,FORT BEND COUNTY,29.648055,-95.664722,0.5,0.691310501,0,TX0089249
11920,14506,TX07280,ICIS2022,TX,FORT BEND COUNTY MUD 50 INTERIM WWTP,FORT BEND COUNTY,29.693611,-95.765555,0.7,0.967834702,0,TX0100137
11921,14507,TX07285,ICIS2022,TX,FORT BEND COUNTY MUD 58 WWTP,FORT BEND COUNTY,29.738333,-95.829722,1.05,1.451752053,0,TX0126675
11922,14508,TX07290,ICIS2022,TX,FORT BEND COUNTY MUD 81 WWTP,FORT BEND COUNTY,29.656666,-95.928888,0.325,0.449351826,0,TX0106046
11924,14510,TX07300,ICIS2022,TX,FORT BEND COUNTY WCID 2,STAFFORD,29.615278,-95.519722,4.0,5.53048401,0,TX0099511
11927,14513,TX07320,ICIS2022,TX,FT BEND CO MUD WWTP 2,SUGAR LAND,29.662777,-95.676111,0.5,0.691310501,0,TX0132217
11928,14514,TX07325,ICIS2022,TX,FT BEND COUNTY MUD 151 WWTP,FORT BEND COUNTY,29.760833,-95.864722,1.2,1.659145203,0,TX0126764
11933,14519,TX07350,ICIS2022,TX,GAZLEY CREEK WWTP,SMITHVILLE,30.011111,-97.164722,0.5,0.691310501,0,TX0022951
11934,14520,TX07355,ICIS2022,TX,GENERATION PARK MANAGEMENT DISTRICT WWTP 2,CITY OF HOUSTON,29.903611,-95.180277,0.12,0.16591452,0,TX0133213
11936,14522,TX07365,ICIS2022,TX,GRAND MISSION MUD 1  WWTP,FORT BEND COUNTY,29.691388,-95.723888,2.11,2.917330315,0,TX0123749
11940,14526,TX07385,ICIS2022,TX,GULF COAST WAT.RECLM.CTR.-WWTP,GROVES,29.938888,-93.884166,5.32,7.355543733,0,TX0117960
11941,14527,TX07390,ICIS2022,TX,HANKAMER WWTF,HANKAMER,29.853611,-94.640833,0.1,0.1382621,0,TX0133523
11944,14530,TX07405,ICIS2022,TX,HARRIS CO MUD 1 WWTF,HOUSTON,30.10972,-95.53834,0.11,0.15208831,0,TX0129330
11949,14535,TX07430,ICIS2022,TX,HARRIS CO MUD 387 WWTP,HARRIS COUNTY,30.137894,-95.503866,1.5,2.073931504,0,TX0124907
11953,14539,TX07455,ICIS2022,TX,HARRIS COUNTY MUD  418,HOUSTON,29.96185,-95.71433,3.6,4.977435609,0,TX0126161
11955,14541,TX07465,ICIS2022,TX,HARRIS COUNTY MUD 122 WWTP,MISSOURI CITY,29.631666,-95.530555,0.25,0.345655251,0,TX0084484
11957,14543,TX07475,ICIS2022,TX,HARRIS COUNTY MUD 155 WWTP,HOUSTON,29.903055,-95.663333,1.55,2.143062554,0,TX0100161
11958,14544,TX07480,ICIS2022,TX,HARRIS COUNTY MUD 165 WWTP,HOUSTON,29.898203,-95.704507,2.0,2.765242005,0,TX0127388
11959,14545,TX07485,ICIS2022,TX,HARRIS COUNTY MUD 166 WWTP,HOUSTON,29.868611,-95.654444,0.25,0.345655251,0,TX0089494
11960,14546,TX07490,ICIS2022,TX,HARRIS COUNTY MUD 167 WWTP,HOUSTON,29.849166,-95.701666,1.5,2.073931504,0,TX0094307
11965,14551,TX07515,ICIS2022,TX,HARRIS COUNTY MUD 238 WWTP,HOUSTON,29.814166,-95.699722,0.825,1.140662327,0,TX0093891
11973,14559,TX07555,ICIS2022,TX,HARRIS COUNTY MUD 371 WWTP,HOUSTON,29.962222,-95.708611,0.25,0.345655251,0,TX0117129
11974,14560,TX07560,ICIS2022,TX,HARRIS COUNTY MUD 374 WWTP,HOUSTON,29.944722,-95.698333,0.65,0.898703652,0,TX0124974
11975,14561,TX07565,ICIS2022,TX,HARRIS COUNTY MUD 389 WWTP,HARRIS COUNTY,29.999722,-95.6625,0.3,0.414786301,0,TX0125881
11976,14562,TX07570,ICIS2022,TX,HARRIS COUNTY MUD 401 WWTP,HOUSTON,30.073888,-95.570277,0.6,0.829572602,0,TX0125687
11977,14563,TX07575,ICIS2022,TX,HARRIS COUNTY MUD 449 WWTP,CITY OF KATY,29.833055,-95.776666,0.96,1.327316162,0,TX0128082
11986,14572,TX07620,ICIS2022,TX,HARRIS-FORT BEND COUNTIES MUD 3 WWTP,HOUSTON,29.778926,-95.790408,0.67,0.926356072,0,TX0124451
11991,14577,TX07645,ICIS2022,TX,HIDALGO COUNTY MUD NO 1 WASTEWATER TREATMENT FACILITY,PENITAS,26.253611,-98.415833,0.95,1.313489952,0,TX0132101
11992,14578,TX07655,ICIS2022,TX,HIGHWAY 181 SOUTH WWTP,SAN ANTONIO,29.2775,-98.3325,0.15,0.20739315,0,TX0126969
11995,14581,TX07670,ICIS2022,TX,HOMER N TANNER JR REGIONAL WTP,AVINGER,32.863611,94.662222,0.0,0.0,0,TX0134490
11999,14585,TX07710,ICIS2022,TX,JACKRABBIT ROAD PUD WWTP,HOUSTON,29.802222,-95.720556,0.8,1.106096802,0,TX0076775
12001,14587,TX07720,ICIS2022,TX,JOINES ROAD REG WWTF,CAMERON,26.074166,-97.649444,0.51,0.705136711,0,TX0123498
12008,14594,TX07770,ICIS2022,TX,LAGUNA VISTA WWTP,CAMERON COUNTY,26.117777,-97.315,0.65,0.898703652,0,TX0117072
12009,14595,TX07775,ICIS2022,TX,LAKE MUD WWTP,HOUSTON,29.813333,-94.991111,0.24,0.331829041,0,TX0126187
12011,14597,TX07800,ICIS2022,TX,LAREDO/COLUMBIA SOLIDARITY BRIDGE WWTF,LAREDO,27.693888,-99.736944,0.16,0.22121936,0,TX0107395
12012,14598,TX07805,ICIS2022,TX,LAS LOMAS WWTP,KAUFMAN,32.692222,-96.361666,0.25,0.345655251,0,TX0129623
12014,14600,TX07815,ICIS2022,TX,LEE COUNTY FWSD 1 WWTP,DIME BOX,30.359465,-96.810921,0.42,0.580700821,0,TX0077429
12015,14601,TX07830,ICIS2022,TX,LIBERTY HILL REGIONAL WWTP,WILLIAMSON COUNTY,30.631944,-97.861666,4.0,5.53048401,0,TX0126195
12017,14603,TX07850,ICIS2022,TX,LOCKHART WWTP 2,CALDWELL COUNTY,29.87335,-97.624138,1.5,2.073931504,0,TX0113565
12019,14605,TX07860,ICIS2022,TX,LUCE BAYOU PUD WWTP,HOUSTON,30.061388,-95.0775,0.225,0.311089726,0,TX0074870
12023,14609,TX07885,ICIS2022,TX,MARTINEZ III WWTF,SAN ANTONIO,29.460555,-98.291944,0.15,0.20739315,0,TX0117536
12024,14610,TX07890,ICIS2022,TX,MARTINEZ IV WWTP,SAN ANTONIO,29.445277,98.2475,7.33,10.13461195,0,TX0129861
12028,14614,TX07940,ICIS2022,TX,MEXIA STATE SUPPORTED LIVING CENTER WWTP,MEXIA,31.695,-96.531944,0.45,0.622179451,0,TX0030775
12029,14615,TX07945,ICIS2022,TX,MILITARY HIGHWAY WSC WWTF,PROGRESO,26.128611,-98.1225,0.51,0.705136711,0,TX0116637
12033,14619,TX07965,ICIS2022,TX,MONTGOMERY COUNTY MUD NO 56 WWTP,MONTGOMERY COUNTY,30.127777,-95.3,0.1,0.1382621,0,TX0089672
12038,14624,TX08005,ICIS2022,TX,MUSTANG ISLAND S WWTP,PORT ARANSAS,27.754722,-97.126388,0.6,0.829572602,0,TX0091031
12041,14627,TX08025,ICIS2022,TX,NEWPORT MUD WWTP,HOUSTON,29.902931,-95.088575,1.3,1.797407303,0,TX0023230
12048,14634,TX08065,ICIS2022,TX,NORTHEAST WWTF,ALICE,27.771944,-98.0375,2.02,2.792894425,0,TX0091219
12050,14636,TX08075,ICIS2022,TX,NORTHLANDS WWTP,WILLIAMSON COUNTY,30.744166,-97.7425,1.5,2.073931504,0,TX0132233
12064,14650,TX08180,ICIS2022,TX,PENINSULA  WATER RECLAMATION PLANT,LEWISVILLE,33.208055,-96.988611,2.0,2.765242005,0,TX0124745
12076,14662,TX08290,ICIS2022,TX,REGIONAL WWTF,WEBB COUNTY,27.3676,-99.4956,1.5,2.073931504,0,TX0118443
12077,14663,TX08295,ICIS2022,TX,REID ROAD MUD 1 WWTP,HOUSTON,29.924722,-95.568888,1.75,2.419586754,0,TX0053325
12078,14664,TX08300,ICIS2022,TX,RELLIS CAMPUS WWTP,BRAZOS COUNTY,30.628888,-96.471944,0.1,0.1382621,0,TX0076023
12079,14665,TX08305,ICIS2022,TX,REMINGTON MUD 1  WWTP,HOUSTON,29.918333,-95.672222,1.1,1.520883103,0,TX0101371
12082,14668,TX08330,ICIS2022,TX,RIDDLEVILLE STREET WWTP,KARNES CITY,28.901666,-97.9075,0.8,1.106096802,0,TX0129984
12090,14676,TX08385,ICIS2022,TX,RONALD R COLLINS WATER RECLAMATION FACILITY,NEW BOSTON,33.4275,-94.236,2.25,3.110897256,0,TX0126098
12091,14677,TX08390,ICIS2022,TX,ROSITA VALLEY WWTP,EAGLE PASS,28.61368,-100.41935,1.5,2.073931504,0,TX0128589
12093,14679,TX08405,ICIS2022,TX,SABINAL WASTEWATER TREATMENT FACILITY,SABINAL,29.323635,-99.485182,0.34,0.470091141,0,TX0128597
12097,14683,TX08435,ICIS2022,TX,SANTA RITA UPPER MIDDLEBROOK WWTP,WILLIAMSON COUNTY,30.672777,-97.842222,0.0,0.0,0,TX0132969
12099,14685,TX08455,ICIS2022,TX,SEBASTIAN MUD WWTP,CAMERON COUNTY,26.336388,97.800277,0.225,0.311089726,0,TX0113000
12100,14686,TX08460,ICIS2022,TX,SEINNA PLANTATION MUD 1 WWTP 2,FORT BEND COUNTY,29.486722,-95.515889,1.2,1.659145203,0,TX0119539
12101,14687,TX08475,ICIS2022,TX,SOMBRERETILLO WWTP,LAREDO,27.6296,-99.5561,0.0,0.0,0,TX0134384
12103,14689,TX08485,ICIS2022,TX,SOMERVELL COUNTY WTP,GLEN ROSE,32.258055,-97.76666,0.24,0.331829041,0,TX0131911
12108,14694,TX08515,ICIS2022,TX,SPRING TRAILS WWTF,MONTGOMERY,30.088611,-95.375,1.08,1.493230683,0,TX0128295
12111,14697,TX08530,ICIS2022,TX,STANLEY CREEK WWTP 2,GUNTER,33.431381,-96.706539,0.95,1.313489952,0,TX0129224
12116,14702,TX08565,ICIS2022,TX,TAYLOR LANE WWTP,AUSTIN,30.269444,-97.551388,3.0,4.147863008,0,TX0129950
12117,14703,TX08570,ICIS2022,TX,TDCJ CLEMENS UNIT  WWTP,BRAZORIA,28.992676,-95.515858,0.54,0.746615341,0,TX0031569
12118,14704,TX08575,ICIS2022,TX,TDCJ DARRINGTON WWTP,BRAZORIA COUNTY,29.399444,-95.493888,0.8,1.106096802,0,TX0031585
12119,14705,TX08580,ICIS2022,TX,TDCJ ELLIS UNIT WWTP,HUNTSVILLE,30.8875,95.449722,0.85,1.175227852,0,TX0031607
12120,14706,TX08585,ICIS2022,TX,TDCJ ESTELLE UNIT ,HUNTSVILLE,30.876944,95.483889,1.5,2.073931504,0,TX0092789
12121,14707,TX08590,ICIS2022,TX,TDCJ FERGUSON UNIT WWTP,MADISON COUNTY,30.961666,-95.701666,0.975,1.348055477,0,TX0031615
12122,14708,TX08595,ICIS2022,TX,TDCJ JESTER 3 UNIT WWTP,FORT BEND COUNTY,29.621744,-95.711459,0.75,1.036965752,0,TX0089036
12123,14709,TX08600,ICIS2022,TX,TDCJ JESTER I UNIT WWTP,RICHMOND,29.635,-95.7095,0.315,0.435525616,0,TX0031674
12124,14710,TX08605,ICIS2022,TX,TDCJ LUTHER  UNIT WWTP,COURTNEY,30.261514,-96.057329,0.38,0.525395981,0,TX0089028
12125,14711,TX08610,ICIS2022,TX,TDCJ POWLEDGE UNIT  WWTF,ANDERSON COUNTY,31.729444,-95.802777,0.35,0.483917351,0,TX0089044
12126,14712,TX08615,ICIS2022,TX,TDCJ WAINRIGHT UNIT ,HOUSTON COUNTY,30.972817,-95.635291,0.98,1.354968582,0,TX0031593
12127,14713,TX08620,ICIS2022,TX,TDCJ WALLACE PACK UNIT WWTF,NAVASOTA,30.318772,-96.10595,0.5,0.691310501,0,TX0089010
12128,14714,TX08625,ICIS2022,TX,TDJC COFFIELD UNIT,ANDERSON COUNTY,31.788611,95.937222,2.85,3.940469857,0,TX0031577
12129,14715,TX08630,ICIS2022,TX,TERRELL UNIT WWTP,BRAZORIA COUNTY,29.297777,-95.541666,2.0,2.765242005,0,TX0115169
12132,14718,TX08645,ICIS2022,TX,THOMPSONS CREEK WWTP,BRYAN,30.588645,-96.423464,4.0,5.53048401,0,TX0128554
12133,14719,TX08650,ICIS2022,TX,THOROUGHBRED FARMS WWTP,AUSTIN,30.137106,-97.6716,0.65,0.898703652,0,TX0067466
12134,14720,TX08655,ICIS2022,TX,TIDWELL TIMBERS WWTP,HOUSTON,29.849722,-95.229722,0.488,0.674719049,0,TX0101460
12135,14721,TX08660,ICIS2022,TX,TOLEDO BEND DAM,BURKEVILLE,31.173397,-93.565634,1.2,1.659145203,0,TX0130109
12144,14730,TX08725,ICIS2022,TX,TURNING BASIN WWTP,BROWNSVILLE,25.962222,-97.394722,0.1,0.1382621,0,TX0074047
12149,14735,TX08785,ICIS2022,TX,WASTEWATER TREATMENT PLANT 2,NEW WAVERLY,30.538839,-95.49306,0.1,0.1382621,0,TX0087831
12156,14742,TX08830,ICIS2022,TX,WEST LAKE HOUSTON WWTF,HOUSTON,29.970277,-95.166944,0.3,0.414786301,0,TX0128244
12159,14745,TX08850,ICIS2022,TX,WESTWAY WWTF,HOUSTON,29.843333,-95.546944,0.995,1.375707897,0,TX0026875
12162,14748,TX08870,ICIS2022,TX,WILBARGER CREEK REGIONAL WWTF,PFLUGERVILLE,30.386388,-97.543333,2.0,2.765242005,0,TX0132179
12163,14749,TX08875,ICIS2022,TX,WILBARGER CREEK WWTP,MANOR,30.345277,-97.548888,2.0,2.765242005,0,TX0095184
12164,14750,TX08885,ICIS2022,TX,WILLOW CREEK FARMS MUD WWTF,WALLER COUNTY,29.773611,-95.891111,0.48,0.663658081,0,TX0128236
12165,14751,TX08890,ICIS2022,TX,WILLOW CREEK WWTP,PARKER COUNTY,32.511388,-98.048333,1.26,1.742102463,0,TX0023779
12225,14890,UT01260,ICIS2022,UT,PERRY / WILLARD REGIONAL WASTEWATER TREATMENT PLANT,WILLARD,41.426667,-112.061944,2.0,2.765242005,0,UT0025721
12453,15128,VA02380,ICIS2022,VA,DBHDS - CATAWBA HOSPITAL,CATAWBA,37.39111,-80.109444,0.12,0.16591452,0,VA0029475
12454,15129,VA02385,ICIS2022,VA,NORTH FORK REGIONAL WWTP,EDINBURG,38.828829,-78.532248,0.75,1.036965752,0,VA0090328
12457,15132,VI00025,ICIS2022,VI,NEW CRUZ BAY WWTP,ST. JOHN,18.328806,-64.809167,0.13,0.17974073,0,VI0040835
12734,15478,WA02535,ICIS2022,WA,WA PARKS LARRABEE WWTP,BELLINGHAM,48.6502342,-122.489052,0.47,0.649831871,0,WA0023787
12735,15479,WA02540,ICIS2022,WA,WILLAPA REGIONAL WASTEWATER TREATMENT PLANT,RAYMOND,46.6882553,-123.749901,5.82,8.046854235,0,WA0041041
13256,16097,WI06195,ICIS2022,WI,LUXEMBURG WASTEWATER PRETREATMENT FACILITY,LUXEMBURG,44.533333,-87.683333,0.4,0.553048401,0,WI0021911
13257,16098,WI06215,ICIS2022,WI,"US ARMY HEADQUARTERS, FORT MCCOY WWTP",SPARTA,43.944722,-90.783333,1.32,1.825059723,0,WI0022420
13258,16099,WI06225,ICIS2022,WI,WAZEE AREA WASTEWATER COMMISSION,BLACK RIVER FALLS,44.346343,-90.762762,0.462,0.638770903,0,WI0036889
13532,16487,WY00965,ICIS2022,WY,FORT WASHAKIE HOTSPRINGS LAGOON,FORT WASHAKIE,43.007222,-108.824722,0.267,0.369159808,0,WYG589101
