,Unnamed: 0,FACILITY_CODE,SOURCE,STATE,FACILITY,CITY,LATITUDE,LONGITUDE,FLOW_2012_MGD,2012_TOT_ANNUAL_MM3,CWNS_NUM,NPDES_ID,check_sewer_permits
2416,2416,GA02505,CWNS2012,GA,MILLEN (WPCP),0,32.798,-81.9531,0.3,0.414786301,13000710001,GA0038750,sewer_system
2417,2417,GA02515,CWNS2012,GA,MONROE JACK'S CREEK WPCP,0,33.7958,-83.6359,1.36,1.880364563,13000715003,GA0047171,sewer_system
2418,2418,GA02525,CWNS2012,GA,MONTEZUMA WPCP #2,0,32.2853,-84.0317,0.629,0.869668611,13000716002,GA0020486,sewer_system
2419,2419,GA02535,CWNS2012,GA,MONTICELLO Pearson Cr WPCP,0,33.3045,-83.6832,0.08,0.1106096801999999,13000717001,GA0020141,sewer_system
2420,2420,GA02545,CWNS2012,GA,MONTICELLO White Oak Cr Pond,0,33.2953,-83.67,0.08,0.1106096801999999,13000717002,GA0020150,sewer_system
2421,2421,GA02555,CWNS2012,GA,MORGAN LAS,0,31.5,-84.6667,0.11,0.15208831,13000720001,0,no_permit
2422,2422,GA02565,CWNS2012,GA,MOUNT VERNON WPCP,Mount Vernon,32.1682,-82.5917,0.2,0.276524201,13000725001,GA0033758,sewer_system
2423,2423,GA02575,CWNS2012,GA,NAHUNTA LAS,0,31.2333,-81.9667,0.08,0.1106096801999999,13000728001,0,no_permit
2424,2424,GA02585,CWNS2012,GA,"NNASHVILLE, CITY OF",0,31.3333,-83.3333,0.52,0.7189629213000001,13000729001,0,no_permit
2425,2425,GA02595,CWNS2012,GA,NEWINGTON WPCP,0,32.583,-81.5162,0.04,0.05530484,13000732001,GA0050202,sewer_system
2426,2426,GA02605,CWNS2012,GA,NICHOLLS LAS,0,31.6031,-82.6797,0.15,0.20739315,13000733001,0,no_permit
2427,2427,GA02615,CWNS2012,GA,NORMAN PARK WPCP,0,31.2691,-83.6796,0.13,0.17974073,13000735001,GA0033600,sewer_system
2428,2428,GA02625,CWNS2012,GA,OCHLOCKNEE WPCP,0,30.9637,-84.0488,0.012,0.016591452,13000742001,GA0046370,sewer_system
2429,2429,GA02635,CWNS2012,GA,OGLETHORPE WPCP,Oglethorpe,32.2949,-84.0448,0.12,0.1659145202999999,13000745001,GA0036919,sewer_system
2430,2430,GA02645,CWNS2012,GA,OMEGA LAS,0,31.4831,-83.4967,0.085,0.117522785,13000748001,0,no_permit
2431,2431,GA02655,CWNS2012,GA,Peachtree City Rockaway WPCP,0,33.3521,-84.5544,1.33,1.838885933,13000753002,GA0046655,sewer_system
2432,2432,GA02665,CWNS2012,GA,Peachtree City Line Creek WPCP,0,33.3485,-84.5644,1.45,2.004800454,13000753003,GA0035777,sewer_system
2433,2433,GA02675,CWNS2012,GA,PEARSON WPCP,0,31.3062,-82.8434,0.39,0.5392221909749999,13000754001,GA0038334,sewer_system
2434,2434,GA02685,CWNS2012,GA,PELHAM WPCP,0,31.1232,-84.1336,0.85,1.175227852,13000755001,0,no_permit
2435,2435,GA02695,CWNS2012,GA,PINE MOUNTAIN WPCP,0,32.8572,-84.8615,0.06,0.08295726,13000758001,GA0025691,sewer_system
2436,2436,GA02705,CWNS2012,GA,PLAINS WPCP,0,32.0168,-84.3863,0.05,0.06913105,13000763001,GA0020931,sewer_system
2437,2437,GA02715,CWNS2012,GA,QUITMAN,0,30.7861,-83.5201,1.3,1.797407303,13000769001,0,no_permit
2438,2438,GA02725,CWNS2012,GA,REYNOLDS WPCP,Reynolds,32.5686,-84.0912,0.14,0.19356694,13000776001,GA0020729,sewer_system
2439,2439,GA02735,CWNS2012,GA,RICHLAND POND,0,32.085,-84.6525,0.12,0.1659145202999999,13000778001,GA0021539,sewer_system
2440,2440,GA02745,CWNS2012,GA,RICHMOND HILL WPCP,Richmond Hill,31.904,-81.3115,0.8,1.106096802,13000779001,GA0037648,sewer_system
2441,2441,GA02755,CWNS2012,GA,RINCON WPCP,Rincon,32.2873,-81.1985,0.29,0.400960091,13000781001,GA0046442,sewer_system
2442,2442,GA02765,CWNS2012,GA,RINGGOLD WPCP,0,34.5551,-85.0701,0.47,0.649831871,13000782001,0,no_permit
2443,2443,GA02775,CWNS2012,GA,ROBERTA WPCP,0,32.7209,-84.0075,0.21,0.290350411,13000784001,GA0020834,sewer_system
2444,2444,GA02785,CWNS2012,GA,ROCKMART WPCP,0,34.0112,-85.0485,1.07,1.479404473,13000785001,GA0026042,sewer_system
2445,2445,GA02795,CWNS2012,GA,SANDERSVILLE WPCP,Sandersville,32.9908,-82.842,0.91,1.258185112,13000791001,GA0032051,sewer_system
2446,2446,GA02805,CWNS2012,GA,SANTA CLAUS WPCP,0,32.1739,-82.3328,0.02,0.02765242,13000792001,GA0050059,sewer_system
2447,2447,GA02815,CWNS2012,GA,SARDIS WTCP,Sardis,32.9709,-81.7509,0.07,0.09678347,13000793001,GA0020893,sewer_system
2448,2448,GA02825,CWNS2012,GA,SCOTLAND POND,0,32.05,-82.8097,0.1,0.1382621,13000795001,GA0032344,sewer_system
2449,2449,GA02835,CWNS2012,GA,SCREVEN LAS,0,31.5019,-82.0206,0.05,0.06913105,13000796001,0,no_permit
2450,2450,GA02845,CWNS2012,GA,SENOIA LAS,0,33.2783,-84.5069,0.1,0.1382621,13000797001,0,no_permit
2451,2451,GA02855,CWNS2012,GA,SHELLMAN WPCP,0,31.7594,-84.5906,0.06,0.08295726,13000800001,GA0032361,sewer_system
2452,2452,GA02865,CWNS2012,GA,Crooked Creek WRF,Lawrenceville,33.9614,-84.2546,10.5,14.51752053,13000800003,GA0026433,sewer_system
2453,2453,GA02875,CWNS2012,GA,SOPERTON WPCP,0,32.3646,-82.5978,0.528,0.730023889,13000804001,GA0020826,sewer_system
2454,2454,GA02885,CWNS2012,GA,SPARKS WPCP,0,31.1623,-83.4333,0.1,0.1382621,13000805001,GA0021563,sewer_system
2455,2455,GA02895,CWNS2012,GA,SPARTA POND,0,33.2694,-82.9743,0.036,0.049774356,13000806001,GA0025593,sewer_system
2456,2456,GA02905,CWNS2012,GA,SPRINGFIELD WPCP,0,32.3411,-81.2545,0.6,0.829572602,13000807001,GA0020770,sewer_system
2457,2457,GA02915,CWNS2012,GA,STEPHAN D. PURIFOY WPCP,Stockbridge,33.5438,-84.2287,0.56,0.7742677614000001,13000811001,GA0023337,sewer_system
2458,2458,GA02925,CWNS2012,GA,SWAINSBORO WPCP,0,32.5869,-82.3175,1.2,1.659145203,13000814001,GA0020346,sewer_system
2459,2459,GA02935,CWNS2012,GA,SYLVANIA WPCP,0,32.7655,-81.6138,0.56,0.7742677614000001,13000815001,GA0021385,sewer_system
2460,2460,GA02945,CWNS2012,GA,SYLVESTER LAS,0,31.5,-83.75,0.8,1.106096802,13000816001,0,no_permit
2461,2461,GA02955,CWNS2012,GA,TEMPLE LAS,0,33.7858,-84.9742,0.13,0.17974073,13000822001,0,no_permit
2462,2462,GA02965,CWNS2012,GA,TENNILLE WPCP,TENNILLE,32.935,-82.8198,0.28,0.387133881,13000823001,GA0049956,sewer_system
2463,2463,GA02975,CWNS2012,GA,THOMSON WPCP,0,33.4524,-82.5077,1.27,1.755928673,13000825001,GA0020974,sewer_system
2464,2464,GA02985,CWNS2012,GA,TOCCOA CREEK WPCP,0,34.5972,-83.335,0.28,0.387133881,13000827001,GA0021806,sewer_system
2465,2465,GA02995,CWNS2012,GA,EASTANOLLE CREEK WPCP,0,34.5421,-83.3017,0.9,1.244358902,13000827002,GA0021814,sewer_system
2466,2466,GA03005,CWNS2012,GA,TRENTON WPCP,0,34.8631,-85.4981,0.28,0.387133881,13000830001,GA0026221,sewer_system
2467,2467,GA03015,CWNS2012,GA,TYTY WPCP,Ty Ty,31.4692,-83.656,0.07,0.09678347,13000833001,GA0025500,sewer_system
2468,2468,GA03025,CWNS2012,GA,UNADILLA LAS,0,32.238,-83.7107,0.26,0.359481461,13000834001,0,no_permit
2469,2469,GA03035,CWNS2012,GA,UNION POINT WPCP,0,33.612,-83.0715,0.22,0.304176621,13000835001,GA0025429,sewer_system
2470,2470,GA03045,CWNS2012,GA,NORTH WPCP,0,33.7427,-84.8797,0.18,0.24887178,13000840001,GA0027171,sewer_system
2471,2471,GA03055,CWNS2012,GA,WEST WPCP,0,33.7427,-84.8797,0.24,0.3318290405999999,13000840002,GA0027162,sewer_system
2472,2472,GA03065,CWNS2012,GA,WADLEY Pond,Wadley,32.8513,-82.3982,0.22,0.304176621,13000842001,GA0021024,sewer_system
2473,2473,GA03075,CWNS2012,GA,WARM SPRINGS WPCP,Warm Springs,32.8959,-84.6891,0.3,0.414786301,13000845001,GA0001601,sewer_system
2474,2474,GA03085,CWNS2012,GA,WARRENTON (NORTHSIDE WPCP),0,33.4131,-82.6708,0.01,0.01382621,13000846001,GA0032778,sewer_system
2475,2475,GA03095,CWNS2012,GA,WARRENTON (SOUTHSIDE WPCP),WARRENTON,33.3957,-82.6727,0.14,0.19356694,13000846003,GA0032786,sewer_system
2476,2476,GA03105,CWNS2012,GA,WASHINGTON WPCP,0,33.7108,-82.7421,1.46,2.018626664,13000847001,GA0031101,sewer_system
2477,2477,GA03115,CWNS2012,GA,WAYNESBORO WPCP,Waynesboro,33.1124,-81.9627,0.51,0.705136711,13000849001,GA0038466,sewer_system
2478,2478,GA03125,CWNS2012,GA,WEST POINT WPCP,0,32.8561,-85.1786,0.54,0.7466153413500001,13000851001,GA0020052,sewer_system
2479,2479,GA03135,CWNS2012,GA,WINDER MARBURG CR WPCP,Winder,33.9597,-83.721,0.2,0.276524201,13000856001,GA0023191,sewer_system
2480,2480,GA03145,CWNS2012,GA,WOODBURY LAS,0,32.9694,-84.5269,0.285,0.3940469857124999,13000859001,0,no_permit
2481,2481,GA03155,CWNS2012,GA,WRIGHTSVILLE WPCP,0,32.718,-82.7094,0.5,0.6913105012499999,13000862002,GA0032395,sewer_system
2482,2482,GA03165,CWNS2012,GA,YOUNG HARRIS WPCP,0,34.9387,-83.8564,0.12,0.1659145202999999,13000864002,GA0022462,sewer_system
2483,2483,GA03175,CWNS2012,GA,ZEBULON WPCP,0,33.1031,-84.3543,0.1,0.1382621,13000865001,GA0049476,sewer_system
2484,2484,GA03185,CWNS2012,GA,WOODSTOCK WPCF,Woodstock,34.0995,-84.5082,1,1.382621003,13000867001,GA0026263,sewer_system
2485,2485,GA03195,CWNS2012,GA,ARAGON WPCP,0,34.0147,-85.2273,0.08,0.1106096801999999,13000868001,GA0026182,sewer_system
2486,2486,GA03205,CWNS2012,GA,Oconee County Rocky Branch WPCP,Watkinsville,33.8755,-83.5278,0.1,0.1382621,13000999005,GA0038806,sewer_system
2487,2487,GA03215,CWNS2012,GA,Adairsville North WPCP,ADAIRSVILLE,34.4277,-84.9279,0.51,0.705136711,13000999007,GA0046035,sewer_system
2488,2488,GA03225,CWNS2012,GA,Southeast WPCP Bartow County,Cartersville,34.1343,-84.7908,0.1,0.1382621,13000999009,GA0037664,sewer_system
2489,2489,GA03235,CWNS2012,GA,West Bartow County WPCP,Cartersville,34.222109,-84.926615,0,0,2 TO 4,GA0050293,sewer_system
2490,2490,GA03245,CWNS2012,GA,Franklin County WPCP,Carnesville,,,0,0,13000999013,0,no_permit
2491,2491,GA03255,CWNS2012,GA,Newton County Little River WRF,Covington,,,0,0,13000999016,0,no_permit
2492,2492,GA03265,CWNS2012,GA,Liberty CountyDevelopment Authority,Hinesville,,,0,0,13000999018,0,no_permit
2493,2493,GA03275,CWNS2012,GA,Point Peter WPCP St Marys,St Marys,30.758,-81.5382,0.975,1.348055477,13000999020,GA0039047,sewer_system
2494,2494,GA03285,CWNS2012,GA,Decatur County,Bainbridge,30.9835,-84.624,0.2,0.276524201,13000999021,GA0033511,sewer_system
2495,2495,GA03295,CWNS2012,GA,Columbia County Little River WPCP,Evans,33.5858,-82.144,2.95,4.078731957,13000999022,GA0047775,sewer_system
2496,2496,GA03305,CWNS2012,GA,Leguin Mill WPCP,McDonough,,,0,0,13000999023,0,no_permit
2497,2497,GA03315,CWNS2012,GA,South Central WPCP,Douglasville,33.6427,-84.7528,2.7,3.733076707,13000999024,GA0038709,sewer_system
2498,2498,GA03325,CWNS2012,GA,Sweetwater Creek WPCP,Douglasville,33.7043,-84.6308,2.19,3.027939995,13000999025,GA0047201,sewer_system
2499,2499,GA03335,CWNS2012,GA,Dawson Forest WRF,Dawsonville,34.333,-84.1298,0.25,0.3456552506249999,13000999026,0,no_permit
2500,2500,GA03345,CWNS2012,GA,Loganville,Loganville,33.8471,-83.8882,1,1.382621003,13000999027,GA0020788,sewer_system
2501,2501,GA03355,CWNS2012,GA,Newnan Utilities,Newnan,,,0,0,13000999028,0,no_permit
2502,2502,GA03365,CWNS2012,GA,Forsyth County Shakerag WRF,Cumming,,,0,0,13000999029,0,no_permit
2503,2503,GA03375,CWNS2012,GA,Effingham County,Springfield,32.2807,-81.3013,0.3,0.414786301,13000999031,0,no_permit
2504,2504,GA03385,CWNS2012,GA,Warrenton WPCP,Warrenton,33.3685,-82.6993,0,0,13000999032,0,no_permit
2505,2505,GA03395,CWNS2012,GA,E L Huie-Casey Natural Treatment System,Morrow,33.4839,-84.3052,12.823,17.729349115057502,13000999033,GA0038423,sewer_system
2506,2506,GA03405,CWNS2012,GA,Madison County IDBA WPCP and LAS,Danielsville,,,0,0,13000999034,0,no_permit
2507,2507,GA03415,CWNS2012,GA,Paulding County Airport WRF,Dallas,,,0,0,13000999035,0,no_permit
2508,2508,GA03425,CWNS2012,GA,Twiggs County WPCP,Jeffersonville,32.6269,-83.3701,0.007,0.009678347,13000999036,0,no_permit
2509,2509,GA03435,CWNS2012,GA,Winder Cedar Cr WPCP,Winder,34.0265,-83.7189,1.3,1.797407303,13000999037,GA0038776,sewer_system
2510,2510,GA03445,CWNS2012,GA,Barrow County Barber Cr WPCP,Winder,33.9983,-83.7093,0.25,0.3456552506249999,13009990003,GA0038733,sewer_system
2511,2511,CO02835,ICIS2022,CO,TOWAOC LAGOON 1,TOWAOC,37.185417,-108.7205,0,0,0,COG587103,sewer_system
2512,2512,CO02840,ICIS2022,CO,TOWAOC LAGOON 2,TOWAOC,37.186417,-108.700611,0,0,0,COG587101,sewer_system
2513,2513,FL03810,ICIS2022,FL,DISTRICT II WWTF,JACKSONVILLE,30.4229306,-81.6184222,10,13.82621003,0,FL0026450,sewer_system
2514,2514,FL03815,ICIS2022,FL,MILITARY POINT INDUSTRIAL LAGOON,PANAMA CITY,30.1156,-85.6305333,37,51.15697709,0,FL0002631,other_system
2515,2515,FL03820,ICIS2022,FL,MONTEREY WRF,JACKSONVILLE,30.3306031,-81.6011646,3.6,4.9774356090000005,0,FL0023604,sewer_system
2516,2516,FL03825,ICIS2022,FL,NASSAU REGIONAL WWTF,YULEE,30.6216389,-81.5530861,2,2.765242005,0,FL0116793,sewer_system
2517,2517,FL03830,ICIS2022,FL,PALM BEACH COUNTY SOUTHERN REGION WATER RECLAMATION FACILITY,BOYNTON BEACH,26.4867611,-80.1711028,30,41.47863008,0,FL0041424,sewer_system
2518,2518,FL03835,ICIS2022,FL,PASCO COUNTY UTILITIES - MASTER REUSE SYSTEM,NEW PORT RICHEY,28.320111,-82.4185,26.75,36.98511182,0,FL0127272,sewer_system
2519,2519,GA03450,ICIS2022,GA,"ABBEVILLE, CITY OF (ABBEVILLE WPCP)",ABBEVILLE,31.995918,-83.296967,0.29,0.400960091,0,GA0047643,sewer_system
2520,2520,GA03455,ICIS2022,GA,"AMERICUS, CITY OF (MILL CREEK WPCP)",AMERICUS,32.037412,-84.229801,2.2,3.041766206,0,GA0047767,sewer_system
2521,2521,GA03530,ICIS2022,GA,"COMMERCE, CITY OF  (NORTHSIDE WPCP)",COMMERCE,34.218344,-83.437835,0.923,1.276159185,13000573001,GA0026247,sewer_system
2522,2522,GA03545,ICIS2022,GA,"CONCORD, CITY OF (SOUTH WPCP)",CONCORD,33.082867,-84.432036,0.1,0.1382621,13000574002,GA0025470,sewer_system
2523,2523,GA03465,ICIS2022,GA,"AUGUSTA, CITY OF (SPIRIT CREEK WPCP)",AUGUSTA,33.313135,-81.943256,0.3406,0.470920713,0,GA0047147,sewer_system
2524,2524,GA03480,ICIS2022,GA,"BLUE RIDGE, CITY OF (BLUE RIDGE WPCP)",BLUE RIDGE,34.883913,-84.305761,0.39,0.5392221909749999,0,GA0037583,sewer_system
2525,2525,GA03485,ICIS2022,GA,BRUNSWICK-GLYNN COUNTY JOINT WATER & SEWER COMMISSION (EXIT 29 WPCP),BRUNSWICK,31.128744,-81.582424,1.5,2.073931504,0,GA0038938,sewer_system
2526,2526,GA03490,ICIS2022,GA,BRUNSWICK-GLYNN COUNTY JWSC (SAINT SIMONS ISLAND WPCP),SAINT SIMONS ISLAND,31.186831,-81.385266,2.9,4.009600907249999,0,GA0021521,sewer_system
2527,2527,GA03500,ICIS2022,GA,CHEROKEE  COUNTY WATER & SEWERAGE AUTHORITY (RIVERBEND WWTP),BALL GROUND,34.299813,-84.393542,0,0,0,GA0050242,sewer_system
2528,2528,GA03510,ICIS2022,GA,CHEROKEE COUNTY WATER & SEWERAGE AUTHORITY (FITZGERALD CREEK WPCP),WOODSTOCK,34.099428,-84.447093,4.42,6.111184831,0,GA0038555,sewer_system
2529,2529,GA03515,ICIS2022,GA,CHEROKEE COUNTY WATER & SEWERAGE AUTHORITY (ROSE CREEK WPCP),WOODSTOCK,34.136429,-84.567925,2.7,3.733076707,0,GA0046451,sewer_system
2530,2530,GA03525,ICIS2022,GA,COLUMBUS WATER WORKS (COLUMBUS CSO),COLUMBUS,32.445894,-84.982037,32.3,44.65865838,0,GA0036838,sewer_system
2531,2531,GA03565,ICIS2022,GA,"CUMMING, CITY OF  (BETHELVIEW ROAD WPCP)",CUMMING,34.196355,-84.189286,2.36,3.262985566,0,GA0046019,sewer_system
2532,2532,GA03575,ICIS2022,GA,"DALLAS, CITY OF (PUMPKINVINE CREEK WPCP)",DALLAS,33.960876,-84.835156,0,0,0,GA0039241,sewer_system
2533,2533,GA03600,ICIS2022,GA,FORSYTH COUNTY DEPARTMENT OF WATER & SEWER (DICK CREEK WRF),SUWANEE,34.087492,-84.154012,0.59,0.8157463914749999,0,GA0038563,sewer_system
2534,2534,GA03605,ICIS2022,GA,FORSYTH COUNTY DEPARTMENT OF WATER AND SEWER (FOWLER & SHAKERAG WRF),SUWANEE,34.058917,-84.114791,6,8.295726015,0,GA0038954,sewer_system
2535,2535,GA03610,ICIS2022,GA,FORSYTH COUNTY DEPARTMENT OF WATER AND SEWER (FOWLER WRF),CUMMING,34.153828,-84.213499,5,6.913105013,0,GA0038695,sewer_system
2536,2536,GA03615,ICIS2022,GA,FORSYTH COUNTY DEPARTMENT OF WATER AND SEWER (JAMES CREEK WRF),SUWANEE,34.128152,-84.123769,1.26,1.742102463,0,GA0050238,sewer_system
2537,2537,GA03670,ICIS2022,GA,"JACKSON, CITY OF (YELLOW WATER CREEK WPCP)",JACKSON,33.309573,-83.968671,0.28,0.387133881,13000667002,GA0021831,sewer_system
2538,2538,GA03620,ICIS2022,GA,FULTON COUNTY PUBLIC WORKS DEPARTMENT (LITTLE BEAR CREEK WPCP),CHATTAHOOCHEE HILLS,33.558148,-84.699598,0.1,0.1382621,0,GA0047104,sewer_system
2539,2539,GA03685,ICIS2022,GA,"LAKELAND, CITY OF (LAKELAND WPCP)",LAKELAND,31.046439,-83.068107,0.25,0.3456552506249999,13000128001,GA0021296,sewer_system
2540,2540,GA03625,ICIS2022,GA,GEORGIA DEPARTMENT OF CORRECTIONS (ROGERS STATE PRISON WPCP),REIDSVILLE,32.006412,-82.156504,0.85,1.175227852,0,GA0022900,sewer_system
2541,2541,GA03630,ICIS2022,GA,GWINNETT COUNTY (F WAYNE HILL WATER RESOURCES CENTER),BUFORD,34.05933,-84.016005,0.45,0.6221794511250001,0,GAG960001,sewer_system
2542,2542,GA03715,ICIS2022,GA,"MIDVILLE, CITY OF (MIDVILLE WPCP)",MIDVILLE,32.814856,-82.230511,0.209,0.2889677895224999,13000141001,GA0020028,sewer_system
2543,2543,GA03635,ICIS2022,GA,GWINNETT COUNTY BOARD OF COMMISSIONERS (F. WAYNE HILL WRC),BUFORD,34.058903,-84.016176,32.77,45.30849025,0,GA0038130,sewer_system
2544,2544,GA03735,ICIS2022,GA,"PEMBROKE, CITY OF (PEMBROKE WPCP)",PEMBROKE,32.172161,-81.623662,0.104,0.143792584,13000154001,GA0038377,sewer_system
2545,2545,GA03645,ICIS2022,GA,"HAWKINSVILLE, CITY OF (NORTH WPCP)",HAWKINSVILLE,32.306803,-83.471227,0.473,0.653979734,0,GA0046027,sewer_system
2546,2546,GA03650,ICIS2022,GA,HENRY COUNTY WATER AUTHORITY (INDIAN CREEK WRF),MCDONOUGH,33.333103,-84.141011,0,0,0,GA0050241,sewer_system
2547,2547,GU00005,CWNS2012,GU,AGAT DISTRICT WWTF,Hagatna,13.3815,-144.6544,1.13,1.562361733,66000001001,GU0020222,sewer_system
2548,2548,GU00015,CWNS2012,GU,AGANA DISTRICT WWTF,Hagatna,13.4809,-144.7475,7.5,10.36965752,66000001002,GU0020087,sewer_system
2549,2549,GU00025,CWNS2012,GU,NORTHERN DISTRICT WWTF,Hagatna,13.5403,-144.8158,7.8,10.78444382,66000001003,GU0020141,sewer_system
2550,2550,GU00035,CWNS2012,GU,INARAJAN DISTRICT WWTF,0,13.2811,-144.757,0.07,0.09678347,66000001005,0,no_permit
2551,2551,GU00045,CWNS2012,GU,TALAFOFO DISTRICT WWTF,0,13.3711,-144.7469,0.25,0.3456552506249999,66000001006,GU0020095,sewer_system
2552,2552,GU00055,CWNS2012,GU,UMATAC-MERIZO WWTF,Hagatna,13.2839,-144.6667,0.28,0.387133881,66000001008,GU0020273,sewer_system
2553,2553,HI00005,CWNS2012,HI,HILO WWTF,Hilo,19.7121,-155.0425,3.65,5.046566659124999,15000001001,HI0021377,sewer_system
2554,2554,HI00015,CWNS2012,HI,PAPAIKOU/PAUKAA WWTF,Hilo,19.7058,-155.0606,0.09,0.12443589,15000001002,HI0021113,sewer_system
2555,2555,HI00025,CWNS2012,HI,KULAIMANO WWTF,Hilo,19.8367,-155.0864,0.14,0.19356694,15000001003,HI0020770,sewer_system
2556,2556,HI00035,CWNS2012,HI,KEALAKEHE WWTP,Hilo,19.6637,-155.9972,1.3,1.797407303,15000001005,0,no_permit
2557,2557,HI00045,CWNS2012,HI,HONOKAA WWTF,Hilo,20.0772,-155.4692,0.056,0.077426776,15000001012,0,no_permit
2558,2558,HI00055,CWNS2012,HI,SAND ISLAND WWTP,Honolulu,21.3042,-157.8719,77.6,107.29138979399998,15000003001,HI0020117,sewer_system
2559,2559,HI00065,CWNS2012,HI,KAILUA WWTP,Honolulu,21.4264,-157.7532,6.93,9.581563547,15000003002,HI0021296,sewer_system
2560,2560,HI00075,CWNS2012,HI,HONOULIULI WWTP,Honolulu,21.3297,-158.0356,24.6,34.01247666,15000003010,HI0020877,sewer_system
2561,2561,HI00085,CWNS2012,HI,KAHUKU WWTP,Honolulu,21.6838,-157.9542,0.12,0.1659145202999999,15000003011,0,no_permit
2562,2562,HI00095,CWNS2012,HI,PAALAA KAI WWTP,Honolulu,21.5758,-158.1122,0.12,0.1659145202999999,15000003012,0,no_permit
2563,2563,HI00105,CWNS2012,HI,WAHIAWA WWTP,Honolulu,21.4918,-158.0393,1.96,2.709937165,15000003019,0,no_permit
2564,2564,HI00115,CWNS2012,HI,WAIMANALO WWTF,Honolulu,21.3388,-157.7053,0.7,0.967834702,15000003021,0,no_permit
2565,2565,HI00125,CWNS2012,HI,WAIANAE WWTP,Honolulu,21.441,-158.1865,3,4.147863008,15000003022,HI0020109,sewer_system
2566,2566,HI00135,CWNS2012,HI,LIHUE WWTF,Lihue,21.9691,-159.3483,1.16,1.603840363,15000007001,0,no_permit
2567,2567,HI00145,CWNS2012,HI,WAILUA WWTF,Lihue,22.0393,-159.3366,0.4,0.553048401,15000007002,HI0020257,sewer_system
2568,2568,HI00155,CWNS2012,HI,WAIMEA WWTF  (Kauai),Lihue,21.9533,-159.6644,0.24,0.3318290405999999,15000007003,0,no_permit
2569,2569,HI00165,CWNS2012,HI,ELEELE WWTF,Lihue,21.9038,-159.5844,0.6,0.829572602,15000007004,0,no_permit
2570,2570,HI00175,CWNS2012,HI,WAILUKU-KAHULUI WWTF,Wailuku,20.8971,-156.4566,5.22,7.217281633,15000009001,0,no_permit
2571,2571,HI00185,CWNS2012,HI,LAHAINA WWRF,Wailuku,20.9454,-156.6875,5.28,7.300238893199999,15000009002,0,no_permit
2572,2572,HI00195,CWNS2012,HI,KIHEI WWTF,Wailuku,20.7365,-156.4422,4,5.53048401,15000009003,0,no_permit
2573,2573,HI00205,CWNS2012,HI,KAUNAKAKAI WWTF,Wailuku,21.0913,-157.0277,0.2,0.276524201,15000009004,0,no_permit
2574,2574,HI00215,CWNS2012,HI,LANAI CITY WWTF,Wailuku,20.826,-156.9194,0.32,0.4424387207999999,15000009005,0,no_permit
2575,2575,IA00005,CWNS2012,IA,ACKLEY WWTP,Ackely,42.5442,-93.035,0.19,0.26269799,19000001001,IA0035297,sewer_system
2576,2576,IA00015,CWNS2012,IA,DAYTON WWTP,Dayton,42.2467,-94.0592,0.078,0.1078444381949999,19000002001,IA0023558,sewer_system
2577,2577,IA00025,CWNS2012,IA,ADAIR WWTP,Adair,41.5018,-94.6355,0.08,0.1106096801999999,19000003001,IA0035416,sewer_system
2578,2578,IA00035,CWNS2012,IA,ADEL WWTP,Adel,41.6024,-94.0015,0.4,0.553048401,19000004001,IA0041921,sewer_system
2579,2579,IA00045,CWNS2012,IA,AFTON CITY OF STP,Afton,41.0151,-94.1986,0.06,0.08295726,19000005001,IA0041831,sewer_system
2580,2580,IA00055,CWNS2012,IA,AGENCY WWTP,Agency,40.9992,-92.2925,0.08,0.1106096801999999,19000006001,IA0057754,sewer_system
2581,2581,IA00065,CWNS2012,IA,AINSWORTH WWTP,Ainsworth,41.2936,-91.5503,0.06,0.08295726,19000007001,IA0069183,sewer_system
2582,2582,IA00075,CWNS2012,IA,AKRON WWTP,Akron,42.824,-96.575,0.13,0.17974073,19000008001,IA0035211,sewer_system
2583,2583,IA00085,CWNS2012,IA,ALBERT CITY WWTP,Alberty City,42.7781,-94.958,0.1,0.1382621,19000009001,IA0034312,sewer_system
2584,2584,IA00095,CWNS2012,IA,ALBIA WWTP NO.,Albia,41.0417,-92.8106,0.33,0.4562649308249999,19000010001,IA0036871,sewer_system
2585,2585,IA00105,CWNS2012,IA,ALBIA WWTP W.,Albia,41.0228,-92.8181,0.11,0.15208831,19000010002,IA0036889,sewer_system
2586,2586,IA00115,CWNS2012,IA,ALBION STL,Albion,42.1092,-92.9809,0.2,0.276524201,19000011001,IA0034321,sewer_system
2587,2587,IA00125,CWNS2012,IA,ALBURNETT WWTP,Alburnett,42.1438,-91.6187,0.05,0.06913105,19000012001,IA0024431,sewer_system
2588,2588,IA00135,CWNS2012,IA,ALDEN WWTP,Alden,42.505,-93.3664,0.11,0.15208831,19000013001,IA0034339,sewer_system
2589,2589,IA00145,CWNS2012,IA,ALGONA WWTP,Algona,43.0656,-94.2469,1.98,2.7375895849500003,19000015001,IA0022055,sewer_system
2590,2590,IA00155,CWNS2012,IA,ALLERTON SOUTH LAGOON,Allerton,40.6964,-93.3592,0.05,0.06913105,19000016001,IA0054046,sewer_system
2591,2591,IA00165,CWNS2012,IA,ALLERTON NORTH LAGOON,Allerton,40.7158,-93.3612,0.02,0.02765242,19000016002,IA0054054,sewer_system
2592,2592,IA00175,CWNS2012,IA,ALLISON LAGOON,Allison,42.7408,-92.7846,0.12,0.1659145202999999,19000017001,IA0042731,sewer_system
